word,gloss1,lemma,lemma1,mor,mor2,inCDI,aoa,category,lexical_class
a,a,a,a,det,art,TRUE,27,quantifiers,function_words
a,a,a,a,det,art,TRUE,NA,quantifiers,function_words
a,a,a,a,n,let,TRUE,27,quantifiers,function_words
a,a,a,a,n,let,TRUE,NA,quantifiers,function_words
a,a,a,a,on,NA,TRUE,27,quantifiers,function_words
a,a,a,a,on,NA,TRUE,NA,quantifiers,function_words
a,a,a,a,adv,NA,TRUE,27,quantifiers,function_words
a,a,a,a,adv,NA,TRUE,NA,quantifiers,function_words
a,a,a,a,sing,NA,TRUE,27,quantifiers,function_words
a,a,a,a,sing,NA,TRUE,NA,quantifiers,function_words
a,a,a a,NA,NA,NA,FALSE,NA,NA,NA
a_changa_choo_a_changa_choo_a_change_choo,a_changa_choo_a_changa_choo_a_change_choo,a changa choo a changa choo a change choo,a_changa_choo_a_changa_choo_a_change_choo,singing,NA,FALSE,NA,NA,NA
a_doodle_doo,a_doodle_doo,a doodle doo,a_doodle_doo,on,NA,FALSE,NA,NA,NA
a_lot,a_lot,a lot,a+lot,qn,NA,TRUE,29,quantifiers,function_words
ab,ab,ab,ab,let,NA,FALSE,NA,NA,NA
abcdef,abcdef,abcdef,abcdef,let,NA,FALSE,NA,NA,NA
abcdefg,abcdefg,abcdefg,abcdefg,let,NA,FALSE,NA,NA,NA
abcs,abcs,abc,abc,let,NA,FALSE,NA,NA,NA
abc's,abc's,abc,abc,n,NA,FALSE,NA,NA,NA
abe,abe,abe,abe,n,prop,FALSE,NA,NA,NA
abide,abide,abide,abide,v,NA,FALSE,NA,NA,NA
able,able,able,able,adj,NA,FALSE,NA,NA,NA
abner,abner,abner,abner,n,prop,FALSE,NA,NA,NA
aboard,aboard,aboard,aboard,prep,NA,FALSE,NA,NA,NA
aboard,aboard,aboard,aboard,adv,NA,FALSE,NA,NA,NA
aboom,aboom,aboom,aboom,on,NA,FALSE,NA,NA,NA
about,about,about,about,prep,NA,TRUE,NA,locations,function_words
about,about,about,about,adv,NA,TRUE,NA,locations,function_words
above,above,above,above,prep,NA,TRUE,NA,locations,function_words
abre,abre,abre,abre,L2,NA,FALSE,NA,NA,NA
accident,accident,accident,accident,n,NA,FALSE,NA,NA,NA
accidentally,accidentally,accidentally,NA,NA,NA,FALSE,NA,NA,NA
accidents,accidents,accident,accident,n,NA,FALSE,NA,NA,NA
accordion,accordion,accordion,accordion,n,NA,FALSE,NA,NA,NA
ache,ache,ache,ache,n,NA,FALSE,NA,NA,NA
achoo,achoo,achoo,achoo,co,NA,FALSE,NA,NA,NA
acorn,acorn,acorn,acorn,n,NA,FALSE,NA,NA,NA
acorns,acorns,acorn,acorn,n,NA,FALSE,NA,NA,NA
across,across,across,across,adv,NA,FALSE,NA,NA,NA
across,across,across,across,prep,NA,FALSE,NA,NA,NA
act,act,act,act,part,NA,FALSE,NA,NA,NA
act,act,act,act,v,NA,FALSE,NA,NA,NA
acting,acting,act,act,part,NA,FALSE,NA,NA,NA
acting,acting,act,act,v,NA,FALSE,NA,NA,NA
acting,acting,acting,NA,NA,NA,FALSE,NA,NA,NA
activities,activities,activity,activity,n,NA,FALSE,NA,NA,NA
actually,actually,actually,NA,NA,NA,FALSE,NA,NA,NA
ad,ad,ad,ad,n,NA,FALSE,NA,NA,NA
add,add,add,add,v,NA,FALSE,NA,NA,NA
add,add,add,add,adj,NA,FALSE,NA,NA,NA
adda,adda,adda,adda,n,prop,FALSE,NA,NA,NA
adda's,adda's,Adda,NA,NA,NA,FALSE,NA,NA,NA
addle,addle,addle,addle,wp,NA,FALSE,NA,NA,NA
address,address,address,address,n,NA,FALSE,NA,NA,NA
addy,addy,addy,NA,NA,NA,FALSE,NA,NA,NA
adieu,adieu,adieu,adieu,L2,NA,FALSE,NA,NA,NA
adios,adios,adios,adios,L2,NA,FALSE,NA,NA,NA
adjective,adjective,adjective,adjective,n,NA,FALSE,NA,NA,NA
adjectives,adjectives,adjective,adjective,n,NA,FALSE,NA,NA,NA
adoodoo,adoodoo,adoodoo,adoodoo,chi,NA,FALSE,NA,NA,NA
adorable,adorable,adorable,NA,NA,NA,FALSE,NA,NA,NA
adults,adults,adult,adult,n,NA,FALSE,NA,NA,NA
adventure,adventure,adventure,adventure,n,NA,FALSE,NA,NA,NA
affected,affected,affect,affect,part,NA,FALSE,NA,NA,NA
affected,affected,affect,affect,v,NA,FALSE,NA,NA,NA
affected,affected,affected,NA,NA,NA,FALSE,NA,NA,NA
afraid,afraid,afraid,afraid,adj,NA,FALSE,NA,NA,NA
africa,africa,africa,africa,n,prop,FALSE,NA,NA,NA
after,after,after,after,conj,NA,TRUE,29,time_words,other
after,after,after,after,adv,tem,TRUE,29,time_words,other
after,after,after,after,prep,NA,TRUE,29,time_words,other
afternoon,afternoon,afternoon,afternoon,n,NA,FALSE,NA,NA,NA
again,again,again,again,adv,NA,FALSE,NA,NA,NA
against,against,against,against,prep,NA,FALSE,NA,NA,NA
against,against,against,against,adv,NA,FALSE,NA,NA,NA
ago,ago,ago,ago,adv,NA,FALSE,NA,NA,NA
agouti,agouti,agouti,agouti,n,NA,FALSE,NA,NA,NA
agreed,agreed,agree,agree,part,NA,FALSE,NA,NA,NA
agreed,agreed,agreed,NA,NA,NA,FALSE,NA,NA,NA
agreed,agreed,agreed to,NA,NA,NA,FALSE,NA,NA,NA
ah,ah,ah,ah,co,NA,FALSE,NA,NA,NA
ah,ah,ah,ah,sing,NA,FALSE,NA,NA,NA
ah_de_do_de_ah_de_da_de,ah_de_do_de_ah_de_da_de,ah de do de ah de da de,ah_de_do_de_ah_de_da_de,singing,NA,FALSE,NA,NA,NA
ah_la_de_da_da,ah_la_de_da_da,ah la de da da,ah_la_de_da_da,singing,NA,FALSE,NA,NA,NA
ahead,ahead,ahead,ahead,adv,NA,FALSE,NA,NA,NA
ahem,ahem,ahem,ahem,co,NA,FALSE,NA,NA,NA
ahyahs,ahyahs,ahyahs,ahyahs,chi,NA,FALSE,NA,NA,NA
aid,aid,aid,aid,n,NA,FALSE,NA,NA,NA
aidan,aidan,aidan,aidan,n,prop,FALSE,NA,NA,NA
aiden,aiden,aiden,aiden,n,prop,FALSE,NA,NA,NA
ain't,ain't,be,be,v,NA,TRUE,30,helping_verbs,function_words
aint,ain't,be,be,v,NA,TRUE,30,helping_verbs,function_words
air,air,air,air,n,NA,FALSE,NA,NA,NA
airborne,airborne,airborne,airborne,adj,NA,FALSE,NA,NA,NA
airplane,airplane,airplane,airplane,n,NA,TRUE,20,vehicles,nouns
airplanes,airplane,airplane,airplane,n,NA,TRUE,20,vehicles,nouns
aisle,aisle,aisle,aisle,n,NA,FALSE,NA,NA,NA
akh,akh,akh,akh,L2,NA,FALSE,NA,NA,NA
alabama,alabama,alabama,alabama,n,prop,FALSE,NA,NA,NA
aladdin,aladdin,aladdin,aladdin,n,prop,FALSE,NA,NA,NA
alan,alan,alan,alan,n,prop,FALSE,NA,NA,NA
alarm,alarm,alarm,alarm,n,NA,FALSE,NA,NA,NA
alaska,alaska,alaska,alaska,n,prop,FALSE,NA,NA,NA
albatross,albatross,albatross,albatross,n,NA,FALSE,NA,NA,NA
alec,alec,alec,alec,n,prop,FALSE,NA,NA,NA
alec's,alec's,Alec,NA,NA,NA,FALSE,NA,NA,NA
alex,alex,alex,alex,n,prop,FALSE,NA,NA,NA
alexander,alexander,alexander,alexander,n,prop,FALSE,NA,NA,NA
alex's,alex's,Alex,NA,NA,NA,FALSE,NA,NA,NA
alice,alice,alice,alice,n,prop,FALSE,NA,NA,NA
alice's,alice's,Alice,NA,NA,NA,FALSE,NA,NA,NA
alike,alike,alike,alike,adv,NA,FALSE,NA,NA,NA
alive,alive,alive,alive,adj,NA,FALSE,NA,NA,NA
all,all,all,all,post,NA,TRUE,27,quantifiers,function_words
all,all,all,all,adv,NA,TRUE,27,quantifiers,function_words
all,all,all,all,pro,indef,TRUE,27,quantifiers,function_words
all,all,all,all,qn,NA,TRUE,27,quantifiers,function_words
allen,allen,allen,allen,n,prop,FALSE,NA,NA,NA
allen's,allen's,Allen,NA,NA,NA,FALSE,NA,NA,NA
allergic,allergic,allergic,allergic,adj,NA,FALSE,NA,NA,NA
alligator,alligator,alligator,alligator,n,NA,TRUE,25,animals,nouns
alligators,alligator,alligator,alligator,n,NA,TRUE,25,animals,nouns
alligator's,alligator,alligator,alligator,n,NA,TRUE,25,animals,nouns
allow,allow,allow,allow,part,NA,FALSE,NA,NA,NA
allow,allow,allow,allow,v,NA,FALSE,NA,NA,NA
allowed,allowed,allow,allow,part,NA,FALSE,NA,NA,NA
allowed,allowed,allow,allow,v,NA,FALSE,NA,NA,NA
allowed,allowed,allowed,NA,NA,NA,FALSE,NA,NA,NA
all's,all,all,all,post,NA,TRUE,27,quantifiers,function_words
all's,all,all,all,adv,NA,TRUE,27,quantifiers,function_words
all's,all,all,all,pro,indef,TRUE,27,quantifiers,function_words
all's,all,all,all,qn,NA,TRUE,27,quantifiers,function_words
ally,ally,ally,ally,n,prop,FALSE,NA,NA,NA
almon,almon,almon,almon,wp,NA,FALSE,NA,NA,NA
almond,almond,almond,almond,n,NA,FALSE,NA,NA,NA
almonds,almonds,almond,almond,n,NA,FALSE,NA,NA,NA
almost,almost,almost,almost,adv,NA,FALSE,NA,NA,NA
alone,alone,alone,alone,adv,NA,FALSE,NA,NA,NA
along,along,along,along,adv,NA,FALSE,NA,NA,NA
along,along,along,along,prep,NA,FALSE,NA,NA,NA
aloo,aloo,aloo,aloo,chi,NA,FALSE,NA,NA,NA
aloud,aloud,aloud,aloud,adv,NA,FALSE,NA,NA,NA
alouette,alouette,alouette,alouette,L2,NA,FALSE,NA,NA,NA
alphabet,alphabet,alphabet,alphabet,n,NA,FALSE,NA,NA,NA
already,already,already,already,adv,NA,FALSE,NA,NA,NA
alright,alright,alright,alright,co,NA,FALSE,NA,NA,NA
alright,alright,alright,alright,adj,NA,FALSE,NA,NA,NA
alrightie,alrightie,alright,alright,co,NA,FALSE,NA,NA,NA
alrighty,alrighty,alright,alright,co,NA,FALSE,NA,NA,NA
also,also,also,also,adv,NA,FALSE,NA,NA,NA
although,although,although,although,conj,NA,FALSE,NA,NA,NA
aluminum,aluminum,aluminum,aluminum,n,NA,FALSE,NA,NA,NA
always,always,always,always,adv,NA,FALSE,NA,NA,NA
am,am,be,be,aux,NA,TRUE,30,helping_verbs,function_words
am,am,be,be,cop,NA,TRUE,30,helping_verbs,function_words
am,am,be,be,part,NA,TRUE,30,helping_verbs,function_words
am,am,be,be,n,gerund,TRUE,30,helping_verbs,function_words
am,am,am,am,n,prop,TRUE,29,helping_verbs,function_words
amanda,amanda,amanda,amanda,n,prop,FALSE,NA,NA,NA
amanda's,amanda's,Amanda,NA,NA,NA,FALSE,NA,NA,NA
amazed,amazed,amazed,NA,NA,NA,FALSE,NA,NA,NA
amazed,amazed,amaze,amaze,part,NA,FALSE,NA,NA,NA
ambulance,ambulance,ambulance,ambulance,n,NA,FALSE,NA,NA,NA
ambulances,ambulances,ambulance,ambulance,n,NA,FALSE,NA,NA,NA
amelia,amelia,amelia,amelia,n,prop,FALSE,NA,NA,NA
america,america,america,america,n,prop,FALSE,NA,NA,NA
american,american,american,american,n,prop,FALSE,NA,NA,NA
american,american,american,american,adj,NA,FALSE,NA,NA,NA
american,american,american ,NA,NA,NA,FALSE,NA,NA,NA
aminna,aminna,aminna,aminna,chi,NA,FALSE,NA,NA,NA
ammozio,ammozio,ammozio,ammozio,chi,NA,FALSE,NA,NA,NA
amount,amount,amount,amount,n,NA,FALSE,NA,NA,NA
amphibians,amphibians,amphibian,amphibian,n,NA,FALSE,NA,NA,NA
an,an,a,a,det,art,TRUE,27,quantifiers,function_words
an,an,a,a,det,art,TRUE,NA,quantifiers,function_words
an,an,a,a,n,let,TRUE,27,quantifiers,function_words
an,an,a,a,n,let,TRUE,NA,quantifiers,function_words
an,an,a,a,on,NA,TRUE,27,quantifiers,function_words
an,an,a,a,on,NA,TRUE,NA,quantifiers,function_words
an,an,a,a,adv,NA,TRUE,27,quantifiers,function_words
an,an,a,a,adv,NA,TRUE,NA,quantifiers,function_words
an,an,a,a,sing,NA,TRUE,27,quantifiers,function_words
an,an,a,a,sing,NA,TRUE,NA,quantifiers,function_words
an,an,an,NA,NA,NA,FALSE,NA,NA,NA
ana,ana,ana,ana,n,prop,FALSE,NA,NA,NA
anatasaurus,anatasaurus,anatasaurus,anatasaurus,n,NA,FALSE,NA,NA,NA
anchor,anchor,anchor,anchor,n,NA,FALSE,NA,NA,NA
and,and,and,and,coord,NA,TRUE,27,connecting_words,function_words
andrew,andrew,andrew,andrew,n,prop,FALSE,NA,NA,NA
anemone,anemone,anemone,anemone,n,NA,FALSE,NA,NA,NA
anew,anew,anew,anew,adv,NA,FALSE,NA,NA,NA
angcore,angcore,angcore,angcore,chi,NA,FALSE,NA,NA,NA
angel,angel,angel,angel,n,NA,FALSE,NA,NA,NA
angelfish,angelfish,angelfish,NA,NA,NA,FALSE,NA,NA,NA
angler+fish,angler+fish,fish,fish,n,NA,FALSE,NA,NA,NA
angry,angry,angry,angry,adj,NA,FALSE,NA,NA,NA
angus,angus,angus,angus,n,prop,FALSE,NA,NA,NA
animal,animal,animal,animal,n,NA,TRUE,24,animals,nouns
animals,animal,animal,animal,n,NA,TRUE,24,animals,nouns
animals',animal,animal,animal,n,NA,TRUE,24,animals,nouns
animal's,animal,animal,animal,n,NA,TRUE,24,animals,nouns
ankle,ankle,ankle,ankle,n,NA,TRUE,30,body_parts,nouns
ankles,ankle,ankle,ankle,n,NA,TRUE,30,body_parts,nouns
ankylosaurus,ankylosaurus,ankylosaurus,ankylosaurus,n,NA,FALSE,NA,NA,NA
ann,ann,ann,ann,n,prop,FALSE,NA,NA,NA
anna,anna,anna,anna,n,prop,FALSE,NA,NA,NA
anne,anne,anne,anne,n,prop,FALSE,NA,NA,NA
another,another,another,another,qn,NA,TRUE,28,quantifiers,function_words
another,another,another,another,pro,indef,TRUE,28,quantifiers,function_words
answer,answer,answer,answer,part,NA,FALSE,NA,NA,NA
answer,answer,answer,answer,v,NA,FALSE,NA,NA,NA
answered,answered,answer,answer,part,NA,FALSE,NA,NA,NA
answered,answered,answer,answer,v,NA,FALSE,NA,NA,NA
answered,answered,answered,NA,NA,NA,FALSE,NA,NA,NA
ant,ant,ant,ant,n,NA,TRUE,25,animals,nouns
antelope,antelope,antelope,antelope,n,NA,FALSE,NA,NA,NA
antelopes,antelopes,antelope,antelope,n,NA,FALSE,NA,NA,NA
anthony,anthony,anthony,anthony,n,prop,FALSE,NA,NA,NA
antlers,antlers,antler,antler,n,NA,FALSE,NA,NA,NA
ants,ant,ant,ant,n,NA,TRUE,25,animals,nouns
anxious,anxious,anxious,anxious,adj,NA,FALSE,NA,NA,NA
any,any,any,any,qn,NA,TRUE,29,quantifiers,function_words
anybody,anybody,anybody,anybody,pro,indef,FALSE,NA,NA,NA
anymore,anymore,anymore,anymore,adv,NA,FALSE,NA,NA,NA
anyone,anyone,anyone,anyone,pro,indef,FALSE,NA,NA,NA
anyone's,anyone's,anyone,anyone,pro,indef,FALSE,NA,NA,NA
anything,anything,anything,anything,pro,indef,FALSE,NA,NA,NA
anyway,anyway,anyway,anyway,adv,NA,FALSE,NA,NA,NA
anyways,anyways,anyways,anyways,adv,NA,FALSE,NA,NA,NA
anywhere,anywhere,anywhere,anywhere,adv,NA,FALSE,NA,NA,NA
apart,apart,apart,apart,adv,NA,FALSE,NA,NA,NA
aparts,aparts,aparts,aparts,chi,NA,FALSE,NA,NA,NA
apatosaurus,apatosaurus,apatosaurus,apatosaurus,n,prop,FALSE,NA,NA,NA
apple,apple,apple,apple,n,NA,TRUE,18,food_drink,nouns
apple_daddy,apple_daddy,apple daddy,apple+daddy,n,prop,FALSE,NA,NA,NA
apple+sauce,apple+sauce,sauce,sauce,n,NA,TRUE,28,food_drink,nouns
apples,apple,apple,apple,n,NA,TRUE,18,food_drink,nouns
applesauce,applesauce,applesauce,apple+sauce,n,NA,TRUE,25,food_drink,nouns
appointment,appointment,appointment,appointment,n,NA,FALSE,NA,NA,NA
apricot,apricot,apricot,apricot,n,NA,FALSE,NA,NA,NA
apron,apron,apron,apron,n,NA,FALSE,NA,NA,NA
aqua,aqua,aqua,aqua,adj,NA,FALSE,NA,NA,NA
aqua,aqua,aqua,aqua,n,NA,FALSE,NA,NA,NA
aquarium,aquarium,aquarium,aquarium,n,NA,FALSE,NA,NA,NA
ar,ar,ar,ar,on,NA,FALSE,NA,NA,NA
arabesque,arabesque,arabesque,arabesque,n,NA,FALSE,NA,NA,NA
arctic,arctic,arctic,arctic,adj,NA,FALSE,NA,NA,NA
are,are,be,be,aux,NA,TRUE,30,helping_verbs,function_words
are,are,be,be,cop,NA,TRUE,30,helping_verbs,function_words
are,are,be,be,part,NA,TRUE,30,helping_verbs,function_words
are,are,be,be,n,gerund,TRUE,30,helping_verbs,function_words
are,are,are,NA,NA,NA,TRUE,29,helping_verbs,function_words
aren't,aren't,be,be,v,NA,TRUE,30,helping_verbs,function_words
ariel,ariel,ariel,ariel,n,prop,FALSE,NA,NA,NA
ariel's,ariel's,Ariel,NA,NA,NA,FALSE,NA,NA,NA
arizona,arizona,arizona,arizona,n,prop,FALSE,NA,NA,NA
ark,ark,ark,ark,n,NA,FALSE,NA,NA,NA
arm,arm,arm,arm,n,NA,TRUE,22,body_parts,nouns
arm,arm,arm,arm,v,NA,TRUE,22,body_parts,nouns
armadillo,armadillo,armadillo,armadillo,n,NA,FALSE,NA,NA,NA
armadillos,armadillos,armadillo,armadillo,n,NA,FALSE,NA,NA,NA
arms,arm,arm,arm,n,NA,TRUE,22,body_parts,nouns
arms,arm,arm,arm,v,NA,TRUE,22,body_parts,nouns
arnica,arnica,arnica,arnica,n,NA,FALSE,NA,NA,NA
arnold,arnold,arnold,arnold,n,prop,FALSE,NA,NA,NA
around,around,around,around,prep,NA,TRUE,29,locations,function_words
around,around,around,around,adv,NA,TRUE,29,locations,function_words
arrive,arrive,arrive,arrive,v,NA,FALSE,NA,NA,NA
arrow,arrow,arrow,arrow,n,NA,FALSE,NA,NA,NA
art,art,art,art,n,NA,FALSE,NA,NA,NA
arthur,arthur,arthur,arthur,n,prop,FALSE,NA,NA,NA
arthurs,arthurs,arthur,arthur,n,prop,FALSE,NA,NA,NA
arthur's,arthur's,Arthur,NA,NA,NA,FALSE,NA,NA,NA
artist,artist,artist,artist,n,NA,FALSE,NA,NA,NA
as,as,as,as,adv,NA,FALSE,NA,NA,NA
as,as,as,as,prep,NA,FALSE,NA,NA,NA
as,as,as,as,conj,NA,FALSE,NA,NA,NA
ash,ash,ash,ash,n,NA,FALSE,NA,NA,NA
asha,asha,asha,asha,n,prop,FALSE,NA,NA,NA
asha_basha,asha_basha,asha basha,asha+basha,n,prop,FALSE,NA,NA,NA
ashay,ashay,ashay,ashay,chi,NA,FALSE,NA,NA,NA
ashes,ashes,ash,ash,n,NA,FALSE,NA,NA,NA
ashley,ashley,ashley,ashley,n,prop,FALSE,NA,NA,NA
ask,ask,ask,ask,v,NA,FALSE,NA,NA,NA
ask,ask,ask,ask,part,NA,FALSE,NA,NA,NA
ask,ask,ask,ask,n,gerund,FALSE,NA,NA,NA
asked,asked,ask,ask,v,NA,FALSE,NA,NA,NA
asked,asked,ask,ask,part,NA,FALSE,NA,NA,NA
asked,asked,ask,ask,n,gerund,FALSE,NA,NA,NA
asking,asking,ask,ask,v,NA,FALSE,NA,NA,NA
asking,asking,ask,ask,part,NA,FALSE,NA,NA,NA
asking,asking,ask,ask,n,gerund,FALSE,NA,NA,NA
asking,asking,asking,NA,NA,NA,FALSE,NA,NA,NA
asleep,asleep,asleep,asleep,adv,NA,TRUE,25,descriptive_words,adjectives
asparagus,asparagus,asparagus,asparagus,n,prop,FALSE,NA,NA,NA
assistant,assistant,assistant,assistant,n,NA,FALSE,NA,NA,NA
astaire,astaire,astaire,astaire,n,prop,FALSE,NA,NA,NA
at,at,at,at,prep,NA,TRUE,28,locations,function_words
ate,ate,eat,eat,v,NA,TRUE,20,action_words,verbs
ate,ate,eat,eat,part,NA,TRUE,20,action_words,verbs
ate,ate,eat,eat,n,gerund,TRUE,20,action_words,verbs
athlete,athlete,athlete,athlete,n,NA,FALSE,NA,NA,NA
attach,attach,attach,attach,v,NA,FALSE,NA,NA,NA
attach,attach,attach,attach,part,NA,FALSE,NA,NA,NA
attached,attached,attach,attach,v,NA,FALSE,NA,NA,NA
attached,attached,attach,attach,part,NA,FALSE,NA,NA,NA
attached,attached,attached,NA,NA,NA,FALSE,NA,NA,NA
attack,attack,attack,attack,n,NA,FALSE,NA,NA,NA
attention,attention,attention,attention,n,NA,FALSE,NA,NA,NA
audubon,audubon,audubon,audubon,n,prop,FALSE,NA,NA,NA
aunt,aunt,aunt,aunt,n,NA,TRUE,25,people,other
auntie,auntie,auntie,auntie,n,prop,TRUE,25,people,other
auntie's,auntie's,Auntie,NA,NA,NA,TRUE,25,people,other
auntie's,auntie's,auntie,auntie,n,prop,TRUE,25,people,other
aunty's,aunty's,Aunty,NA,NA,NA,TRUE,25,people,other
aunties,aunty's,Aunty,NA,NA,NA,TRUE,25,people,other
austrailia,austrailia,australia,australia,n,prop,FALSE,NA,NA,NA
australia,australia,australia,australia,n,prop,FALSE,NA,NA,NA
avenue,avenue,avenue,avenue,n,prop,FALSE,NA,NA,NA
avocado,avocado,avocado,avocado,n,NA,FALSE,NA,NA,NA
avocados,avocados,avocado,avocado,n,NA,FALSE,NA,NA,NA
avocado's,avocado's,avocado,avocado,n,NA,FALSE,NA,NA,NA
awake,awake,awake,awake,adj,NA,TRUE,26,descriptive_words,adjectives
awake,awake,awake,awake,v,NA,TRUE,26,descriptive_words,adjectives
away,away,away,away,adv,NA,TRUE,27,locations,function_words
awesome,awesome,awesome,awesome,adj,NA,FALSE,NA,NA,NA
awhile,awhile,awhile,awhile,adv,NA,FALSE,NA,NA,NA
awooga,awooga,awooga,awooga,on,NA,FALSE,NA,NA,NA
ay,ay,ay,ay,co,NA,FALSE,NA,NA,NA
aye,aye,aye,aye,co,NA,FALSE,NA,NA,NA
b,b,b,b,n,let,FALSE,NA,NA,NA
b_j's,b_j's,B J,NA,NA,NA,FALSE,NA,NA,NA
b_m_w,b_m_w,BMW,BMW,n,prop,FALSE,NA,NA,NA
ba,ba,ba,ba,chi,NA,FALSE,NA,NA,NA
ba_ba_ba_ba_ba_ba,ba_ba_ba_ba_ba_ba,ba ba ba ba ba ba,ba_ba_ba_ba_ba_ba,singing,NA,FALSE,NA,NA,NA
ba_la_la,ba_la_la,ba la la,ba_la_la,singing,NA,FALSE,NA,NA,NA
baa,baa,baa baa,baa,co,NA,TRUE,16,sounds,other
baa,baa,baa baa,baa,on,NA,TRUE,16,sounds,other
baba,baba,baba,baba,n,prop,FALSE,NA,NA,NA
babaji,babaji,babaji,babaji,n,prop,FALSE,NA,NA,NA
babaji's,babaji's,Babaji,NA,NA,NA,FALSE,NA,NA,NA
babe,babe,babe,babe,co,NA,FALSE,NA,NA,NA
babi,babi,babi,babi,n,prop,FALSE,NA,NA,NA
babies,baby,baby,baby,n,NA,TRUE,16,people,other
babies,baby,baby,baby,v,NA,TRUE,16,people,other
baby,baby,baby,baby,n,NA,TRUE,16,people,other
babys,baby,baby,baby,n,NA,TRUE,16,people,other
baby,baby,baby,baby,v,NA,TRUE,16,people,other
baby_bear,baby_bear,bear,bear,n,prop,TRUE,19,animals,nouns
baby_o,baby_o,baby,baby,n,prop,TRUE,16,people,other
baby_roo,baby_roo,baby,baby,n,prop,TRUE,16,people,other
baby+doll,baby+doll,doll,doll,n,NA,TRUE,22,toys,nouns
babydoll,baby+doll,doll,doll,n,NA,TRUE,22,toys,nouns
baby+sits,baby+sits,baby sit,baby+sit,v,NA,FALSE,NA,NA,NA
babybug,babybug,bug,bug,v,NA,TRUE,21,animals,nouns
baby's,baby,baby,baby,n,NA,TRUE,16,people,other
baby's,baby,baby,baby,v,NA,TRUE,16,people,other
babys,baby,baby,baby,v,NA,TRUE,16,people,other
babysit,babysit,baby sit,NA,NA,NA,FALSE,NA,NA,NA
babysitter,babysitter,baby sitter,NA,NA,NA,FALSE,NA,NA,NA
babysitters,babysitters,baby sitter,NA,NA,NA,FALSE,NA,NA,NA
bachelor's,bachelor's,bachelor,bachelor,n,NA,FALSE,NA,NA,NA
back,back,back,back,adv,NA,FALSE,NA,NA,NA
back,back,back,back,adj,NA,FALSE,NA,NA,NA
back,back,back,back,n,NA,FALSE,NA,NA,NA
back,back,back,back,v,NA,FALSE,NA,NA,NA
back,back,back,back,part,NA,FALSE,NA,NA,NA
back+hoe,back+hoe,hoe,hoe,n,NA,FALSE,NA,NA,NA
back+pack,back+pack,backpack,backpack,n,NA,FALSE,NA,NA,NA
back+yard,back+yard,yard,yard,n,NA,TRUE,27,outside,nouns
back+yard,back+yard,yard,yard,n,NA,TRUE,27,places,other
backbone,backbone,backbone,backbone,n,NA,FALSE,NA,NA,NA
backed,backed,back,back,adv,NA,FALSE,NA,NA,NA
backed,backed,back,back,adj,NA,FALSE,NA,NA,NA
backed,backed,back,back,n,NA,FALSE,NA,NA,NA
backed,backed,back,back,v,NA,FALSE,NA,NA,NA
backed,backed,back,back,part,NA,FALSE,NA,NA,NA
backed,backed,backed,NA,NA,NA,FALSE,NA,NA,NA
background,background,background,background,n,NA,FALSE,NA,NA,NA
backhoe,backhoe,backhoe,NA,NA,NA,FALSE,NA,NA,NA
backing,backing,backing,NA,NA,NA,FALSE,NA,NA,NA
backing,backing,back,back,adv,NA,FALSE,NA,NA,NA
backing,backing,back,back,adj,NA,FALSE,NA,NA,NA
backing,backing,back,back,n,NA,FALSE,NA,NA,NA
backing,backing,back,back,v,NA,FALSE,NA,NA,NA
backing,backing,back,back,part,NA,FALSE,NA,NA,NA
backpack,backpack,backpack,back+pack,n,NA,FALSE,NA,NA,NA
backpack,backpack,backpack,backpack,n,prop,FALSE,NA,NA,NA
backpacks,backpacks,backpack,back+pack,n,NA,FALSE,NA,NA,NA
backpacks,backpacks,backpack,backpack,n,prop,FALSE,NA,NA,NA
backs,backs,back,back,adv,NA,FALSE,NA,NA,NA
backs,backs,back,back,adj,NA,FALSE,NA,NA,NA
backs,backs,back,back,n,NA,FALSE,NA,NA,NA
backs,backs,back,back,v,NA,FALSE,NA,NA,NA
backs,backs,back,back,part,NA,FALSE,NA,NA,NA
backwards,backwards,backwards,backwards,adv,NA,FALSE,NA,NA,NA
backyard,backyard,backyard,NA,NA,NA,FALSE,NA,NA,NA
bad,bad,bad,bad,adj,NA,TRUE,25,descriptive_words,adjectives
baddy,baddy,bad,bad,v,NA,FALSE,25,descriptive_words,adjectives
badger,badger,badger,badger,n,prop,FALSE,NA,NA,NA
baduper,baduper,baduper,baduper,wp,NA,FALSE,NA,NA,NA
bady,bady,bady,bady,chi,NA,FALSE,NA,NA,NA
bag,bag,bag,bag,n,NA,FALSE,NA,NA,NA
bagel,bagel,bagel,bagel,n,NA,FALSE,NA,NA,NA
baggies,baggies,baggie,NA,NA,NA,FALSE,NA,NA,NA
bags,bags,bag,bag,n,NA,FALSE,NA,NA,NA
bah,bah,bah,bah,co,NA,FALSE,NA,NA,NA
bah,bah,bah,bah,n,NA,FALSE,NA,NA,NA
bah,bah,bah,bah,on,NA,FALSE,NA,NA,NA
bah_bah,bah_bah,bah bah,bah_bah,on,NA,FALSE,NA,NA,NA
bake,bake,bake,bake,v,NA,FALSE,NA,NA,NA
bake,bake,bake,bake,n,NA,FALSE,NA,NA,NA
bake,bake,bake,bake,part,NA,FALSE,NA,NA,NA
baked,baked,baked,NA,NA,NA,FALSE,NA,NA,NA
baked,baked,bake,bake,v,NA,FALSE,NA,NA,NA
